Įstaigos_kodas;Gydytojo_ID;Laisvos_registracijos_data;Įrašo_sukūrimo_data
179761936;1;2011-12-08 14:40;2019-03-08 18:47:06
179761936;1;2011-12-08 15:00;2019-03-08 18:47:06
179761936;1;2011-12-08 15:20;2019-03-08 18:47:06
179761936;1;2011-12-08 15:40;2019-03-08 18:47:06
179761936;1;2011-12-08 16:00;2019-03-08 18:47:06
179761936;1;2011-12-08 16:20;2019-03-08 18:47:06
179761936;1;2011-12-08 16:40;2019-03-08 18:47:06
179761936;1;2011-12-08 17:00;2019-03-08 18:47:06
179761936;1;2011-12-08 17:20;2019-03-08 18:47:06
179761936;1;2011-12-08 17:40;2019-03-08 18:47:06
179761936;1;2011-12-08 18:00;2019-03-08 18:47:06
179761936;1;2011-12-08 18:20;2019-03-08 18:47:06
179761936;1;2011-12-08 18:40;2019-03-08 18:47:06
179761936;1;2011-12-09 08:00;2019-03-08 18:47:06
179761936;1;2011-12-09 08:20;2019-03-08 18:47:06
179761936;1;2011-12-09 08:40;2019-03-08 18:47:06
179761936;1;2011-12-09 09:00;2019-03-08 18:47:06
179761936;1;2011-12-09 09:20;2019-03-08 18:47:06
179761936;1;2011-12-09 09:40;2019-03-08 18:47:06
179761936;1;2011-12-09 10:00;2019-03-08 18:47:06
179761936;1;2011-12-09 10:20;2019-03-08 18:47:06
179761936;1;2011-12-09 10:40;2019-03-08 18:47:06
179761936;1;2011-12-09 11:00;2019-03-08 18:47:06
179761936;1;2011-12-09 11:20;2019-03-08 18:47:06
179761936;1;2011-12-09 11:40;2019-03-08 18:47:06
179761936;1;2011-12-09 12:00;2019-03-08 18:47:06
179761936;1;2011-12-09 12:20;2019-03-08 18:47:06
179761936;1;2011-12-09 12:40;2019-03-08 18:47:06
179761936;1;2011-12-12 08:00;2019-03-08 18:47:06
179761936;1;2011-12-12 08:20;2019-03-08 18:47:06
179761936;1;2011-12-12 08:40;2019-03-08 18:47:06
179761936;1;2011-12-12 09:00;2019-03-08 18:47:06
179761936;1;2011-12-12 09:20;2019-03-08 18:47:06
179761936;1;2011-12-12 09:40;2019-03-08 18:47:06
179761936;1;2011-12-12 10:00;2019-03-08 18:47:06
179761936;1;2011-12-12 10:20;2019-03-08 18:47:06
179761936;1;2011-12-12 10:40;2019-03-08 18:47:06
179761936;1;2011-12-12 11:00;2019-03-08 18:47:06
179761936;1;2011-12-12 11:20;2019-03-08 18:47:06
179761936;1;2011-12-12 11:40;2019-03-08 18:47:06
179761936;1;2011-12-12 12:00;2019-03-08 18:47:06
179761936;1;2011-12-12 12:20;2019-03-08 18:47:06
179761936;1;2011-12-12 12:40;2019-03-08 18:47:06
179761936;1;2011-12-13 14:00;2019-03-08 18:47:06
179761936;1;2011-12-13 14:20;2019-03-08 18:47:06
179761936;1;2011-12-13 14:40;2019-03-08 18:47:06
179761936;1;2011-12-13 15:00;2019-03-08 18:47:06
179761936;1;2011-12-13 15:20;2019-03-08 18:47:06
179761936;1;2011-12-13 15:40;2019-03-08 18:47:06
179761936;1;2011-12-13 16:00;2019-03-08 18:47:06
179761936;1;2011-12-13 16:20;2019-03-08 18:47:06
179761936;1;2011-12-13 16:40;2019-03-08 18:47:06
179761936;1;2011-12-13 17:00;2019-03-08 18:47:06
179761936;1;2011-12-13 17:20;2019-03-08 18:47:06
179761936;1;2011-12-13 17:40;2019-03-08 18:47:06
179761936;1;2011-12-13 18:00;2019-03-08 18:47:06
179761936;1;2011-12-13 18:20;2019-03-08 18:47:06
179761936;1;2011-12-13 18:40;2019-03-08 18:47:06
179761936;1;2011-12-14 08:00;2019-03-08 18:47:06
179761936;1;2011-12-14 08:20;2019-03-08 18:47:06
179761936;1;2011-12-14 08:40;2019-03-08 18:47:06
179761936;1;2011-12-14 09:00;2019-03-08 18:47:06
179761936;1;2011-12-14 09:20;2019-03-08 18:47:06
179761936;1;2011-12-14 09:40;2019-03-08 18:47:06
179761936;1;2011-12-14 10:00;2019-03-08 18:47:06
179761936;1;2011-12-14 10:20;2019-03-08 18:47:06
179761936;1;2011-12-14 10:40;2019-03-08 18:47:06
179761936;1;2011-12-14 11:00;2019-03-08 18:47:06
179761936;1;2011-12-14 11:20;2019-03-08 18:47:06
179761936;1;2011-12-14 11:40;2019-03-08 18:47:06
179761936;1;2011-12-14 12:00;2019-03-08 18:47:06
179761936;1;2011-12-14 12:20;2019-03-08 18:47:06
179761936;1;2011-12-14 12:40;2019-03-08 18:47:06
179761936;1;2011-12-15 14:00;2019-03-08 18:47:06
179761936;1;2011-12-15 14:20;2019-03-08 18:47:06
179761936;1;2011-12-15 14:40;2019-03-08 18:47:06
179761936;1;2011-12-15 15:00;2019-03-08 18:47:06
179761936;1;2011-12-15 15:20;2019-03-08 18:47:06
179761936;1;2011-12-15 15:40;2019-03-08 18:47:06
179761936;1;2011-12-15 16:00;2019-03-08 18:47:06
179761936;1;2011-12-15 16:20;2019-03-08 18:47:06
179761936;1;2011-12-15 16:40;2019-03-08 18:47:06
179761936;1;2011-12-15 17:00;2019-03-08 18:47:06
179761936;1;2011-12-15 17:20;2019-03-08 18:47:06
179761936;1;2011-12-15 17:40;2019-03-08 18:47:06
179761936;1;2011-12-15 18:00;2019-03-08 18:47:06
179761936;1;2011-12-15 18:20;2019-03-08 18:47:06
179761936;1;2011-12-15 18:40;2019-03-08 18:47:06
179761936;1;2011-12-16 08:00;2019-03-08 18:47:06
179761936;1;2011-12-16 08:20;2019-03-08 18:47:06
179761936;1;2011-12-16 08:40;2019-03-08 18:47:06
179761936;1;2011-12-16 09:00;2019-03-08 18:47:06
179761936;1;2011-12-16 09:20;2019-03-08 18:47:06
179761936;1;2011-12-16 09:40;2019-03-08 18:47:06
179761936;1;2011-12-16 10:00;2019-03-08 18:47:06
179761936;1;2011-12-16 10:20;2019-03-08 18:47:06
179761936;1;2011-12-16 10:40;2019-03-08 18:47:06
179761936;1;2011-12-16 11:00;2019-03-08 18:47:06
179761936;1;2011-12-16 11:20;2019-03-08 18:47:06
179761936;1;2011-12-16 11:40;2019-03-08 18:47:06
179761936;1;2011-12-16 12:00;2019-03-08 18:47:06
179761936;1;2011-12-16 12:20;2019-03-08 18:47:06
179761936;1;2011-12-16 12:40;2019-03-08 18:47:06
179761936;1;2011-12-19 08:00;2019-03-08 18:47:06
179761936;1;2011-12-19 08:20;2019-03-08 18:47:06
179761936;1;2011-12-19 08:40;2019-03-08 18:47:06
179761936;1;2011-12-19 09:00;2019-03-08 18:47:06
179761936;1;2011-12-19 09:20;2019-03-08 18:47:06
179761936;1;2011-12-19 09:40;2019-03-08 18:47:06
179761936;1;2011-12-19 10:00;2019-03-08 18:47:06
179761936;1;2011-12-19 10:20;2019-03-08 18:47:06
179761936;1;2011-12-19 10:40;2019-03-08 18:47:06
179761936;1;2011-12-19 11:00;2019-03-08 18:47:06
179761936;1;2011-12-19 11:20;2019-03-08 18:47:06
179761936;1;2011-12-19 11:40;2019-03-08 18:47:06
179761936;1;2011-12-19 12:00;2019-03-08 18:47:06
179761936;1;2011-12-19 12:20;2019-03-08 18:47:06
179761936;1;2011-12-19 12:40;2019-03-08 18:47:06
179761936;1;2011-12-20 14:00;2019-03-08 18:47:06
179761936;1;2011-12-20 14:20;2019-03-08 18:47:06
179761936;1;2011-12-20 14:40;2019-03-08 18:47:06
179761936;1;2011-12-20 15:00;2019-03-08 18:47:06
179761936;1;2011-12-20 15:20;2019-03-08 18:47:06
179761936;1;2011-12-20 15:40;2019-03-08 18:47:06
179761936;1;2011-12-20 16:00;2019-03-08 18:47:06
179761936;1;2011-12-20 16:20;2019-03-08 18:47:06
179761936;1;2011-12-20 16:40;2019-03-08 18:47:06
179761936;1;2011-12-20 17:00;2019-03-08 18:47:06
179761936;1;2011-12-20 17:20;2019-03-08 18:47:06
179761936;1;2011-12-20 17:40;2019-03-08 18:47:06
179761936;1;2011-12-20 18:00;2019-03-08 18:47:06
179761936;1;2011-12-20 18:20;2019-03-08 18:47:06
179761936;1;2011-12-20 18:40;2019-03-08 18:47:06
179761936;1;2011-12-21 08:00;2019-03-08 18:47:06
179761936;1;2011-12-21 08:20;2019-03-08 18:47:06
179761936;1;2011-12-21 08:40;2019-03-08 18:47:06
179761936;1;2011-12-21 09:00;2019-03-08 18:47:06
179761936;1;2011-12-21 09:20;2019-03-08 18:47:06
179761936;1;2011-12-21 09:40;2019-03-08 18:47:06
179761936;1;2011-12-21 10:00;2019-03-08 18:47:06
179761936;1;2011-12-21 10:20;2019-03-08 18:47:06
179761936;1;2011-12-21 10:40;2019-03-08 18:47:06
179761936;1;2011-12-21 11:00;2019-03-08 18:47:06
179761936;1;2011-12-21 11:20;2019-03-08 18:47:06
179761936;1;2011-12-21 11:40;2019-03-08 18:47:06
179761936;1;2011-12-21 12:00;2019-03-08 18:47:06
179761936;1;2011-12-21 12:20;2019-03-08 18:47:06
179761936;1;2011-12-21 12:40;2019-03-08 18:47:06
179761936;1;2011-12-22 14:00;2019-03-08 18:47:06
179761936;1;2011-12-22 14:20;2019-03-08 18:47:06
179761936;1;2011-12-22 14:40;2019-03-08 18:47:06
179761936;1;2011-12-22 15:00;2019-03-08 18:47:06
179761936;1;2011-12-22 15:20;2019-03-08 18:47:06
179761936;1;2011-12-22 15:40;2019-03-08 18:47:06
179761936;1;2011-12-22 16:00;2019-03-08 18:47:06
179761936;1;2011-12-22 16:20;2019-03-08 18:47:06
179761936;1;2011-12-22 16:40;2019-03-08 18:47:06
179761936;1;2011-12-22 17:00;2019-03-08 18:47:06
179761936;1;2011-12-22 17:20;2019-03-08 18:47:06
179761936;1;2011-12-22 17:40;2019-03-08 18:47:06
179761936;1;2011-12-22 18:00;2019-03-08 18:47:06
179761936;1;2011-12-22 18:20;2019-03-08 18:47:06
179761936;1;2011-12-22 18:40;2019-03-08 18:47:06
179761936;1;2011-12-23 08:00;2019-03-08 18:47:06
179761936;1;2011-12-23 08:20;2019-03-08 18:47:06
179761936;1;2011-12-23 08:40;2019-03-08 18:47:06
179761936;1;2011-12-23 09:00;2019-03-08 18:47:06
179761936;1;2011-12-23 09:20;2019-03-08 18:47:06
179761936;1;2011-12-23 09:40;2019-03-08 18:47:06
179761936;1;2011-12-23 10:00;2019-03-08 18:47:06
179761936;1;2011-12-23 10:20;2019-03-08 18:47:06
179761936;1;2011-12-23 10:40;2019-03-08 18:47:06
179761936;1;2011-12-23 11:00;2019-03-08 18:47:06
179761936;1;2011-12-23 11:20;2019-03-08 18:47:06
179761936;1;2011-12-23 11:40;2019-03-08 18:47:06
179761936;1;2011-12-23 12:00;2019-03-08 18:47:06
179761936;1;2011-12-23 12:20;2019-03-08 18:47:06
179761936;1;2011-12-23 12:40;2019-03-08 18:47:06
179761936;1;2011-12-26 08:00;2019-03-08 18:47:06
179761936;1;2011-12-26 08:20;2019-03-08 18:47:06
179761936;1;2011-12-26 08:40;2019-03-08 18:47:06
179761936;1;2011-12-26 09:00;2019-03-08 18:47:06
179761936;1;2011-12-26 09:20;2019-03-08 18:47:06
179761936;1;2011-12-26 09:40;2019-03-08 18:47:06
179761936;1;2011-12-26 10:00;2019-03-08 18:47:06
179761936;1;2011-12-26 10:20;2019-03-08 18:47:06
179761936;1;2011-12-26 10:40;2019-03-08 18:47:06
179761936;1;2011-12-26 11:00;2019-03-08 18:47:06
179761936;1;2011-12-26 11:20;2019-03-08 18:47:06
179761936;1;2011-12-26 11:40;2019-03-08 18:47:06
179761936;1;2011-12-26 12:00;2019-03-08 18:47:06
179761936;1;2011-12-26 12:20;2019-03-08 18:47:06
179761936;1;2011-12-26 12:40;2019-03-08 18:47:06
179761936;1;2011-12-27 14:00;2019-03-08 18:47:06
179761936;1;2011-12-27 14:20;2019-03-08 18:47:06
179761936;1;2011-12-27 14:40;2019-03-08 18:47:06
179761936;1;2011-12-27 15:00;2019-03-08 18:47:06
179761936;1;2011-12-27 15:20;2019-03-08 18:47:06
179761936;1;2011-12-27 15:40;2019-03-08 18:47:06
179761936;1;2011-12-27 16:00;2019-03-08 18:47:06
179761936;1;2011-12-27 16:20;2019-03-08 18:47:06
179761936;1;2011-12-27 16:40;2019-03-08 18:47:06
179761936;1;2011-12-27 17:00;2019-03-08 18:47:06
179761936;1;2011-12-27 17:20;2019-03-08 18:47:06
179761936;1;2011-12-27 17:40;2019-03-08 18:47:06
179761936;1;2011-12-27 18:00;2019-03-08 18:47:06
179761936;1;2011-12-27 18:20;2019-03-08 18:47:06
179761936;1;2011-12-27 18:40;2019-03-08 18:47:06
179761936;1;2011-12-28 08:00;2019-03-08 18:47:06
179761936;1;2011-12-28 08:20;2019-03-08 18:47:06
179761936;1;2011-12-28 08:40;2019-03-08 18:47:06
179761936;1;2011-12-28 09:00;2019-03-08 18:47:06
179761936;1;2011-12-28 09:20;2019-03-08 18:47:06
179761936;1;2011-12-28 09:40;2019-03-08 18:47:06
179761936;1;2011-12-28 10:00;2019-03-08 18:47:06
179761936;1;2011-12-28 10:20;2019-03-08 18:47:06
179761936;1;2011-12-28 10:40;2019-03-08 18:47:06
179761936;1;2011-12-28 11:00;2019-03-08 18:47:06
179761936;1;2011-12-28 11:20;2019-03-08 18:47:06
179761936;1;2011-12-28 11:40;2019-03-08 18:47:06
179761936;1;2011-12-28 12:00;2019-03-08 18:47:06
179761936;1;2011-12-28 12:20;2019-03-08 18:47:06
179761936;1;2011-12-28 12:40;2019-03-08 18:47:06
179761936;1;2011-12-29 14:00;2019-03-08 18:47:06
179761936;1;2011-12-29 14:20;2019-03-08 18:47:06
179761936;1;2011-12-29 14:40;2019-03-08 18:47:06
179761936;1;2011-12-29 15:00;2019-03-08 18:47:06
179761936;1;2011-12-29 15:20;2019-03-08 18:47:06
179761936;1;2011-12-29 15:40;2019-03-08 18:47:06
179761936;1;2011-12-29 16:00;2019-03-08 18:47:06
179761936;1;2011-12-29 16:20;2019-03-08 18:47:06
179761936;1;2011-12-29 16:40;2019-03-08 18:47:06
179761936;1;2011-12-29 17:00;2019-03-08 18:47:06
179761936;1;2011-12-29 17:20;2019-03-08 18:47:06
179761936;1;2011-12-29 17:40;2019-03-08 18:47:06
179761936;1;2011-12-29 18:00;2019-03-08 18:47:06
179761936;1;2011-12-29 18:20;2019-03-08 18:47:06
179761936;1;2011-12-29 18:40;2019-03-08 18:47:06
179761936;1;2011-12-30 08:00;2019-03-08 18:47:06
179761936;1;2011-12-30 08:20;2019-03-08 18:47:06
179761936;1;2011-12-30 08:40;2019-03-08 18:47:06
179761936;1;2011-12-30 09:00;2019-03-08 18:47:06
179761936;1;2011-12-30 09:20;2019-03-08 18:47:06
179761936;1;2011-12-30 09:40;2019-03-08 18:47:06
179761936;1;2011-12-30 10:00;2019-03-08 18:47:06
179761936;1;2011-12-30 10:20;2019-03-08 18:47:06
179761936;1;2011-12-30 10:40;2019-03-08 18:47:06
179761936;1;2011-12-30 11:00;2019-03-08 18:47:06
179761936;1;2011-12-30 11:20;2019-03-08 18:47:06
179761936;1;2011-12-30 11:40;2019-03-08 18:47:06
179761936;1;2011-12-30 12:00;2019-03-08 18:47:06
179761936;1;2011-12-30 12:20;2019-03-08 18:47:06
179761936;1;2011-12-30 12:40;2019-03-08 18:47:06
179761936;1;2011-10-14 11:00;2019-03-08 18:47:06
179761936;1;2011-10-17 00:00;2019-03-08 18:47:06
179761936;1;2011-10-17 08:00;2019-03-08 18:47:06
179761936;1;2011-10-17 08:20;2019-03-08 18:47:06
179761936;1;2011-10-17 08:40;2019-03-08 18:47:06
179761936;1;2011-10-17 09:00;2019-03-08 18:47:06
179761936;1;2011-10-17 09:20;2019-03-08 18:47:06
179761936;1;2011-10-17 09:40;2019-03-08 18:47:06
179761936;1;2011-10-17 10:00;2019-03-08 18:47:06
179761936;1;2011-10-17 10:20;2019-03-08 18:47:06
179761936;1;2011-10-17 10:40;2019-03-08 18:47:06
179761936;1;2011-10-17 11:00;2019-03-08 18:47:06
179761936;1;2011-10-17 11:20;2019-03-08 18:47:06
179761936;1;2011-10-17 11:40;2019-03-08 18:47:06
179761936;1;2011-10-17 12:00;2019-03-08 18:47:06
179761936;1;2011-10-21 08:20;2019-03-08 18:47:06
179761936;1;2011-10-21 08:40;2019-03-08 18:47:06
179761936;1;2011-10-21 09:00;2019-03-08 18:47:06
179761936;1;2011-10-25 14:00;2019-03-08 18:47:06
179761936;1;2011-10-25 14:20;2019-03-08 18:47:06
179761936;1;2011-10-25 14:40;2019-03-08 18:47:06
179761936;1;2011-10-25 15:00;2019-03-08 18:47:06
179761936;1;2011-10-25 15:20;2019-03-08 18:47:06
179761936;1;2011-10-25 15:40;2019-03-08 18:47:06
179761936;1;2011-10-25 16:00;2019-03-08 18:47:06
179761936;1;2011-10-25 16:20;2019-03-08 18:47:06
179761936;1;2011-10-25 16:40;2019-03-08 18:47:06
179761936;1;2011-10-25 17:00;2019-03-08 18:47:06
179761936;1;2011-10-25 17:20;2019-03-08 18:47:06
179761936;1;2011-10-25 17:40;2019-03-08 18:47:06
179761936;1;2011-10-25 18:00;2019-03-08 18:47:06
179761936;1;2011-10-25 18:20;2019-03-08 18:47:06
179761936;1;2011-10-25 18:40;2019-03-08 18:47:06
179761936;1;2011-10-26 08:00;2019-03-08 18:47:06
179761936;1;2011-10-26 08:20;2019-03-08 18:47:06
179761936;1;2011-10-26 08:40;2019-03-08 18:47:06
179761936;1;2011-10-26 09:00;2019-03-08 18:47:06
179761936;1;2011-10-26 09:20;2019-03-08 18:47:06
179761936;1;2011-10-26 09:40;2019-03-08 18:47:06
179761936;1;2011-10-26 10:00;2019-03-08 18:47:06
179761936;1;2011-10-26 10:20;2019-03-08 18:47:06
179761936;1;2011-10-26 10:40;2019-03-08 18:47:06
179761936;1;2011-10-26 11:00;2019-03-08 18:47:06
179761936;1;2011-10-26 11:20;2019-03-08 18:47:06
179761936;1;2011-10-26 11:40;2019-03-08 18:47:06
179761936;1;2011-10-26 12:00;2019-03-08 18:47:06
179761936;1;2011-10-26 12:20;2019-03-08 18:47:06
179761936;1;2011-10-26 12:40;2019-03-08 18:47:06
179761936;1;2011-10-27 14:00;2019-03-08 18:47:06
179761936;1;2011-10-27 14:20;2019-03-08 18:47:06
179761936;1;2011-10-27 14:40;2019-03-08 18:47:06
179761936;1;2011-10-27 15:00;2019-03-08 18:47:06
179761936;1;2011-10-27 15:20;2019-03-08 18:47:06
179761936;1;2011-10-27 15:40;2019-03-08 18:47:06
179761936;1;2011-10-27 16:00;2019-03-08 18:47:06
179761936;1;2011-10-27 16:20;2019-03-08 18:47:06
179761936;1;2011-10-27 16:40;2019-03-08 18:47:06
179761936;1;2011-10-27 17:00;2019-03-08 18:47:06
179761936;1;2011-10-27 17:20;2019-03-08 18:47:06
179761936;1;2011-10-27 17:40;2019-03-08 18:47:06
179761936;1;2011-10-27 18:00;2019-03-08 18:47:06
179761936;1;2011-10-27 18:20;2019-03-08 18:47:06
179761936;1;2011-10-27 18:40;2019-03-08 18:47:06
179761936;1;2011-10-28 08:00;2019-03-08 18:47:06
179761936;1;2011-10-28 08:20;2019-03-08 18:47:06
179761936;1;2011-10-28 08:40;2019-03-08 18:47:06
179761936;1;2011-10-28 09:00;2019-03-08 18:47:06
179761936;1;2011-10-28 09:20;2019-03-08 18:47:06
179761936;1;2011-10-28 09:40;2019-03-08 18:47:06
179761936;1;2011-10-28 10:00;2019-03-08 18:47:06
179761936;1;2011-10-28 10:20;2019-03-08 18:47:06
179761936;1;2011-10-28 10:40;2019-03-08 18:47:06
179761936;1;2011-10-28 11:00;2019-03-08 18:47:06
179761936;1;2011-10-28 11:20;2019-03-08 18:47:06
179761936;1;2011-10-28 11:40;2019-03-08 18:47:06
179761936;1;2011-10-28 12:00;2019-03-08 18:47:06
179761936;1;2011-10-28 12:20;2019-03-08 18:47:06
179761936;1;2011-10-28 12:40;2019-03-08 18:47:06
179761936;1;2011-11-02 08:00;2019-03-08 18:47:06
179761936;1;2011-11-02 08:20;2019-03-08 18:47:06
179761936;1;2011-11-02 08:40;2019-03-08 18:47:06
179761936;1;2011-11-02 09:00;2019-03-08 18:47:06
179761936;1;2011-11-02 09:20;2019-03-08 18:47:06
179761936;1;2011-11-02 09:40;2019-03-08 18:47:06
179761936;1;2011-11-02 10:00;2019-03-08 18:47:06
179761936;1;2011-11-02 10:20;2019-03-08 18:47:06
179761936;1;2011-11-02 10:40;2019-03-08 18:47:06
179761936;1;2011-11-02 11:00;2019-03-08 18:47:06
179761936;1;2011-11-02 11:20;2019-03-08 18:47:06
179761936;1;2011-11-02 11:40;2019-03-08 18:47:06
179761936;1;2011-11-02 12:00;2019-03-08 18:47:06
179761936;1;2011-11-02 12:20;2019-03-08 18:47:06
179761936;1;2011-11-02 12:40;2019-03-08 18:47:06
179761936;1;2011-11-03 14:00;2019-03-08 18:47:06
179761936;1;2011-11-03 14:20;2019-03-08 18:47:06
179761936;1;2011-11-03 14:40;2019-03-08 18:47:06
179761936;1;2011-11-03 15:00;2019-03-08 18:47:06
179761936;1;2011-11-03 15:20;2019-03-08 18:47:06
179761936;1;2011-11-03 15:40;2019-03-08 18:47:06
179761936;1;2011-11-03 16:00;2019-03-08 18:47:06
179761936;1;2011-11-03 16:20;2019-03-08 18:47:06
179761936;1;2011-11-03 16:40;2019-03-08 18:47:06
179761936;1;2011-11-03 17:00;2019-03-08 18:47:06
179761936;1;2011-11-03 17:20;2019-03-08 18:47:06
179761936;1;2011-11-03 17:40;2019-03-08 18:47:06
179761936;1;2011-11-03 18:00;2019-03-08 18:47:06
179761936;1;2011-11-03 18:20;2019-03-08 18:47:06
179761936;1;2011-11-03 18:40;2019-03-08 18:47:06
179761936;1;2011-11-04 00:00;2019-03-08 18:47:06
179761936;1;2011-11-04 00:00;2019-03-08 18:47:06
179761936;1;2011-11-04 00:00;2019-03-08 18:47:06
179761936;1;2011-11-04 00:00;2019-03-08 18:47:06
179761936;1;2011-11-04 08:00;2019-03-08 18:47:06
179761936;1;2011-11-04 08:20;2019-03-08 18:47:06
179761936;1;2011-11-04 08:40;2019-03-08 18:47:06
179761936;1;2011-11-04 09:00;2019-03-08 18:47:06
179761936;1;2011-11-04 09:20;2019-03-08 18:47:06
179761936;1;2011-11-04 09:40;2019-03-08 18:47:06
